comentario;nota;data
já fui duas vezes no parque a última agora dia  23 de fevereiro de 2023 com minha familia, tudo maravilhoso e magico, sempre volto ser criança lá, consegui andar em todos os brinquedos ,minha filha só não pode ir em 3 por causa da altura. o parque está de parabêns.;5.0;fev de 2023
Experiência muito boa, vale muito a pena ir. Tem seus pontos negativos então programe-se antes.Parque estava muito lotado então passamos mais de duas horas na fila de um brinquedo, e os principais brinquedos são assim, filas gigantescas com muito tempo de espera . Mais fora isso o parque é muito organizado, limpo, as áreas temáticas muito bem construídas, os shows são muito bons !;4.0;mar de 2023
O parque está reformando, repaginado, muito bom! Porém, falta sinalização! A gente perdeu muito tempo tentando se localizar.;5.0;mar de 2023
Um verdadeiro desrespeito com os visitantes. Compartilho da mesma opinião de várias pessoas, o parque vende mais ingressos do que a capacidade de atendimento deles. Filas intermináveis (em pleno dia de semana), a praça de alimentação não comporta a multidão de pessoas que estavam no parque no dia da visita....uma verdadeira decepção. Não vou comentar nem sobre os Fast Pass (Fura Fila, mediante pagamento)......;1.0;mar de 2023
Um parque tematico maravilhoso, vale a pena se programar para dois dias, varias opçoes de mobilidades para adultos e crianças, funcionários educados, passaporte  especial Kely para  portadores de deficiência sao bem assistidos! Um parque nacional que nos orgulha, quando adentrar seus problemas ficarão do lado de fora! Embarque nesse mundo de fantasia e divirta - se! abç Luana;5.0;mar de 2023
O parque em si é bom, mas falta de respeito com o cliente, deveria haver limitação de ingressos por dia, passa a ser uma tortura a espera para andar em brinquedo, filas que duram até 3 horas. impossível aproveitar o parque.;2.0;mar de 2023
Fantástico! O parque está de parabéns! Estrutura, atendimento, tudo impecável! Poucas filas, tudo limpo e organizado!;5.0;mar de 2023
"Bom o parque em si é um espetáculo muito bem feito,lugares limpo em questão de filas para os brinquedos deixa muito a desejar pagamos muito caro para ficar em filas com mais de 2 horas de espera depois temos que pagar aqueles fast pass pra poder andar em um brinquedo ""somos meio que obrigado a comprar ""pq a espera é desgastante...tinha mamães com filhos no colo com horas de espera nas filas...";3.0;mar de 2023
Receber o número de pessoas que o parque suporta..a pessoa viaja longe  pra conseguir brincar em 4 brinquedos... qualquer parque faz melhor que isso .. e em um custo muito menor;2.0;mar de 2023
O parque é incrível, não perde o encanto com o passar dos anos. Tudo muito limpo e organizado. Os brinquedos todos com instruções muito claras passam bastante segurança. Além da grande quantidade de monitores. Único ponto negativo são as filas de mais de 2h para os brinquedos mais procurados, que inclusive parece ser proposital para os visitantes adquirirem o fast pass (ingresso pago à parte para ter preferência nas filas).;5.0;mar de 2023
Um parque muito bom, mas as regras de negócio não valoriza a experiência e as FILAS acabam engolindo sua expectativa e alegria. Além disso não recomendado para crianças menores de 1,10 metros pois oferece poucos brinquedos e estes possuem enormes filas, porém para minha maior surpresa, há para os pequeninos, uma boa quantidade de brinquedos não inclusos no passaporte.;3.0;fev de 2023
Senti falta de mais brinquedos para adultos  so tem 2 montanhas russa radical ,e senti muita falta de brinquedos pra criança meu filho tem 4 anos e 1,05 foi em apenas 4 brinquedos  o restante  eram todos pagos muito injusto  . Tinha mais brinquedos  mas não  era permitido  por causa do tamanho  , no shopping tem mais brinquedos pra idade e tamanho dele do que lá ele chorou muito  pq não pode ir tive q ficar repetindo várias vezes o mesmo brinquedos ;4.0;mar de 2023
Parque surpreendeu positivamente, área enorme, possui diversas atrações e muitos brinquedos, o ponto negativo são as filas, mesmo indo em baixa temporada.;5.0;nov de 2022
O parque é bom, mas deixam entrar mais pessoas do que o parque comporta, as filas são intermináveis em plena quinta feira, em dois brinquedos que fomos, passamos mais de meia hora na fila, chegando quase na metade da fila e anunciaram que o brinquedo ia parar porque quebrou. Fui com meu filho de 4 anos e praticamente não tem quase nenhum brinquedo que ele possa ir e o pouco que tem ele ficava impaciente nas filas enormes. Minha filha de 8 anos já podia ir em todos os brinquedos por ter mais de 1,30m, mas meu marido e eu tivemos que nos separar por causa das crianças não poderem ir nos mesmos brinquedos, um passeio em família que a família não pode aproveitar junta.;3.0;mar de 2023
O parque não tem capacidade de atender o número de visitantes que recebe. Horas e horas de fila. Andar só dois brinquedos causa indignação.;1.0;mar de 2023
Muita fila. Os que pagam mais caro passam na sua frente o tempo todo. Preço da alimentação (e água) absurdos e as atrações não são tão interessantes assim.;2.0;mar de 2023
O parque é ótimo. Muito bem cuidado, sempre limpo. Atendimento de todos excelente. O parque estava lotado, segundo os funcionários, tinha mais de 12 mil pessoas no dia, mesmo num dia de baixa temporada, fiquei muito surpresa, pois já tinha ido nas férias escolares e não peguei tantas filas. Mas, mesmo com tanta gente, o serviço estava organizado e o parque permanecia limpo. Conseguimos assistir todos os shows, mas para conseguir ir nos brinquedos que queríamos, precisei comprar o fast pass. Não percam o Excalibur e o Sonho do Cawboy. Impossível fazer o parque em apenas um dia. Mesmo com tanta gente e filas enormes, valeu a pena e voltarei em outra oportunidade. ;5.0;mar de 2023
O parque é incrível, o show do Hotwheels é sensacional, porém as filas são gigantescas e passa mais de 1:30 pra poder ir no brinquedo, o preço da comida é um absurdo, e não é compatível com a qualidade.;4.0;mar de 2023
Lugar ótimo, com várias opções, entretanto as filas são kilometricas e demoradas demais, 1:30 na fila com crianças pequenas é um absurdo.;3.0;mar de 2023
Muita fila.Comida ruim e cara. Produtos muito caros. Não vale a pena comprar o free pass, sai muito mais caro que o próprio ingresso.;2.0;mar de 2023
Fomos em todos os shows.....A Área infantil é um encanto....O Parque todo é um sonho!!!O Parque é bem cuidado...Monitores super educados ....Variedades de refeições....A limpeza do lugar é impecável!!!!;5.0;mar de 2023
Extremamente superlotado. Deveria haver um limite razoável de pessoas simultaneamente no parque. Estava difícil até para andar. Não conseguimos ir em mais que 3 brinquedos, nem no show dos carros foi possível, pois as entradas esgotaram bem antes do início do show. Ficamos desde a hora que abriu até o final. Foi a primeira vez da minha filha, era pra ser muito especial e foi decepcionante. O que fez não ser um desastre total foram os show de Madagascar e o Sonho do Cowboy.;1.0;mar de 2023
Muitas filas, desorganização, alguns brinquedos mal cuidados velhos, fastpass é uma enganação pois fui barrada em 3 brinquedos então joguei dinheiro fora, meu filho saiu chorando do parque pq fomos barrados nos brinquedos no final pq aparentemente além de abrir as 10h da manhã ele fecha tudo as 17 hrs pq era 17hrs e já não consegui entrar em mais nenhum brinquedo, o brinquedo ia funcionar tinha gente na fila aguardando e não deixaram meu filho entrar sendo que o mesmo estava chorando estressado decepcionado. Eu estou tentando reaver meu dinheiro de volta do fast pass vamos ver, mas pelo jeito até pra responder eles são péssimos!!!! Única coisa que querem é tirar o máximo de dinheiro dos clientes e entregar péssima experiência!  Péssima experiência não recomendo e não volto!;1.0;mar de 2023
Realmente um parque incrível.. maravilhoso...vale cada centavo..super estruturado.. recomendo a compra do ingresso fura fila (fastpass), faz MTA diferença...quem compra ele vai super rápido nos brinquedos...quem como ingresso normal fica horas e horas na fila p conseguir ir.E um parque que impressiona tanto criança quanto adulto.... recomendo lanche no hot Wheels..e maravilhoso..vale o preço.Vários quiosques ao longo de todo parque com vendas d bebidas e lanche, pois o parque e gigantesco.Acredito q depois do Beto Carrero e só Disney mesmo para impressionar.;5.0;fev de 2023
Filas incalculáveis, falta de manutenção em vários locais e brinquedos, diversos brinquedos não estão inclusos no valor do passaporte, TD caríssimo lá dentro. Eu mesma não consegui ir em nenhum brinquedo, pq TDS as filas eram mais de uma hora, algo impossível pra duas crianças pequenas. O único brinquedo que meu filho maior foi, tive q pagar extra. Valeu a pena mesmo foi o show do Hotwheels, pq de resto, paguei pra passar raiva.;2.0;mar de 2023
Péssima, filas intermináveis com média de 2 horas, fomos embora, conseguimos andar em duas atrações, preços da alimentação caríssimos, shows lotados, só pedem a compreensão, nunca mais coloco meus pés lá, lugar lotado, sem condições até para andar, deveriam colocar limite na lotação. Lugar horrível, não vá com crianças pequenas e idosos.;1.0;mar de 2023
Com toda certeza uma das melhores experiências que eu já tive, o parque não estava lotado (minha família e eu fomos em uma terça feira) o pessoal do parque sempre muito atencioso e disponível para sanar nossas dúvidas, com certeza voltarei!;5.0;jan de 2023
Acho que pela estrutura dedicação equipe atendimento, pelas atrações que parque disponibilizar para pessoas que visitantes.;5.0;fev de 2023
Os shows são ótimos apesar de ter visto muiiita gente ficar de fora do Hotwells (um absurdo não ter outro horário). Falta sinalização no parque, o que dificulta a mobilidade e te faz perder mais tempo caminhando e nas enormes filas do que se divertindo. A montanha russa estava em manutenção há vários dias e a maioria dos brinquedos são p crianças acima de 1.10 mts.;3.0;mar de 2023
Gostamos bastante do parque, nos dois dias em que passamos lá. No entanto, gostaria de deixar registrado algumas críticas para a melhoria do próprio parque. Tivemos muita dificuldade em nos deslocarmos por conta da falta ou pouca sinalização no interior do parque, além do fato de existirem poucas pessoas para prestar informações. O próprio aplicativo, apesar de conter muitas informações úteis, poderia disponibilizar um acesso aos brinquedos, tipo Google Maps, pois apenas informas a localização mas não nos leva ao local da atração e nem há placas direcionando os lugares. Também deixo crítica a alguns brinquedos, em especial o 4D do Betinho. Levei meu filho mas me arrependi pois a qualidade deixou muito a deseja. Mas, também, gostaria de deixar registrado as atrações do Crazy River, Torre, show Excalibur e Rebuliço como fantásticas e o show do Hotweels que é fenomenal!!! Recomendo demais! No mais, o parque está muito limpo, com farta opção de comidas e bebidas, e com uma estrutura, no geral, muito boa! Recomendo a todos e volto com certeza!;4.0;mar de 2023
Não conseguimos andar em nenhum brinquedo, passamos mais de 02:00 nas filas e quando estava se aproximando da nossa vez o brinquedo faça defeito. Procurei a administração do parque e até o momento não fui ressarcida. Lembrando que minha mãe nem chegou a passar do portão da entrada do parque, pois passou muito mal, devido estar muito quente no dia. E até o momento não recebi o reembolso. Experiência horrível de uma viagem que vínhamos planejando há anos.;1.0;fev de 2023
"O parque é muito limpo e tem shows maravilhosos, porém poucas atrações (brinquedos) e com criança abaixo de 1.10 mts as opções são pouquíssimas e algumas custam a parte. Comer e beber no parque em geral é BEMMM CARO. O Show do Hotwells que é concorridissimo acontece somente 1x no dia deixando muiiiita gente de fora (inclusive autistas - presenciamos uma cena muito triste onde o funcionário destratava a mãe de um menino que tentava entrar p o show já esgotado). - Faltam opções para crianças abaixo de 1.10 mts; - Brinquedos cobrados a parte são caríssimos; - Comer e beber lá é muiiito caro;";3.0;mar de 2023
Lugar incrível,  limpo e a preocupação e educação dos funcionários para as crianças especiais é um aprendizado para vida toda e para demais parques. Fantástico.  Prioridade sempre foi respeitada. Nota 1.000 , Beto Carrero q legado ele deixou.  Parabéns ao grupo Beto Carrero e família.  Deus abençoe vcs.;5.0;mar de 2023
Simplesmente fantástico, todos voltam a se criança. Não importando se você tem 5 ou 100 anos, alegria salta aos olhos.;5.0;mar de 2023
Gostei do todo, porém fiquei extasiada com a apresentação do Hot Wheels, foi espetacular! Outro que gostei muito, foi o passeio de trem, também sensacional 😄. Realmente um dia é pouco pra curtir todas as atrações...pois devido as filas imensas, perdemos os shows de Madagascar e Um sonho de cowboy 😔. Mas pretendo voltar 😉. Só achei alto os valores cobrados pelas fotos nos brinquedos, se o preço fosse um pouco mais baixo, com certeza seriam adquiridas por todos os frequentadores. .;5.0;fev de 2023
Cobrança de estacionamento absurdamente alta, sem falar do guarda volumes que eles tem a cara de pau de cobrar 40 reais pra guardar as coisas os brinquedos mais legais tem que pagar, alem de pagar o ingresso um absurdo ainda tem que pagar pra usar as atrações do parque.;2.0;fev de 2023
É um parque incrível, tanto pelos brinquedos tanto pela história, gigantesco e com muitas e muitas atrações, as vezes as filas são grandes, mas vale muito a pena. E a comida tem muita variedade e é deliciosa.Essas atrações você não pode perder -Big Tower-Firewhip -Crazy River-Raskapuska ;5.0;set de 2022
Adorei o parque, vale cada centavo que vc gasta. procure um hotel que tenha restaurante próximo para jantar. todos os funcionários super educados. ;5.0;fev de 2023
Simplesmente perfeito! A organização, estrutura! Que orgulho ter um parque deste no Brasil. Todos os shows são incríveis, crianças amaram! Brinquedos, atendimento! Tudo perfeito!;5.0;mar de 2023
Muito bomSó o Fast pass que deveria ser usado mais vezes no mesmo brinquedo. E sempre tem filas grandes de espera, mas o brinquedos são ótimos;4.0;mar de 2023
Beto Carrero é o melhor parque do Brasil. Lugar bom para se divertir. O espaço Madagascar e Hot Whels são temáticos com temas legais. Prendo que poderia ser todo o parque tematizado com temas infantil. Preço é puxado dos ingressos e o parque é muito cheio determinada época. O show do circo é lindo mas poderia mudar um pouco. Show do Hot Whels é o melhor do Brasil! Se não for do mundo!!!! Tem brinquedos meio velhos que poderia dar uma renovada.;5.0;abr de 2022
O parque é demais!!! Somos abençoados em ter um parque tão bom aqui no Brasil (e, pra mim, perto de casa). Tem várias opções de brinquedos para toda a família. Já fui com meus pais, minha esposa e, agora, meu filho também, e em todas as vezes nos divertimos muito.Sempre procuro ir em baixa temporada, o que ajuda a não perder tempo em filas. A tematização está cada vez melhor e estamos na expectativa pela nova área, da Nerf, que inaugura nesse ano de 2023!;5.0;fev de 2023
Fui em baixa temporada então o parque não estava cheio. Vale a penas assistir show do HotWheels. Infelizmente 1 montanha russa estava em manutenção, é importante verificar isso antes, pois há meses em que a atração fica o mês todo em manutenção. Quanto a comida não achei nada boa, bem simples. As atrações são bem legais.;4.0;mar de 2023
Sempre perfeito ...tirando a fila... Mas isso e normal...quando o lugar e agradavel sempre tera muitas pessoas.;5.0;fev de 2023
Ambiente super agradável. Ótima opção de passeio para todas as idades, parque bem conservado com muitas atrações. Equipe bem treinada, sempre cordial e com muita animação nos brinquedos.;5.0;fev de 2023
Lugar perfeito para todas as idades!Fomos em família, com crianças de 2 a 5 anos. Os pequenos e os grandes se divertiram muito!;5.0;fev de 2023
Um excelente dia de passeio com a família e amigos, muita diversão. Alimentos e bebidas vendidos de ótima qualidade. Bom atendimento de todos os monitores.;5.0;fev de 2023
Excelente passeio em família! Ótima estrutura, boas opções de alimentação, lugar acessível, diversão garantida! Para ser uma experiência ainda melhor indico 2 dias de parque, assim você consegue curtir todos os brinquedos e todos os shows 😉;5.0;fev de 2023
Emoção  e diversão ao extremo, muita adrenalina para toda a família, comida de ótima qualidade, shows divertidos , as paisagens são esuberantes e incríveis e a atmosfera da floresta restaura as energias, ar puro, água límpida , beleza total;5.0;fev de 2023
Parque muito bem cuidado, com opções de brinquedos para todas as idades, área com animais muito legal e shows excelentes!;5.0;fev de 2023
O parque e uma delicia, possui muitas atrações para todas as idades, e tem uma infraestrutura otima.possui carrinhos para alugar p crianças.;5.0;fev de 2023
Muito boa experiência, existem atrações para todas as idades.A organização do parque é muito boa, a estrutura oferecida para alimentação e em todo o parque é de qualidade.Nesta visita vimos que a parte do zoo esta em reforma e algumas atrações foram retiradas e segundo os funcionários do parque voltarão em breve com novidades.No geral o parque atendeu as expectativas da familia e se tornou uma atração recorrente nas férias.;5.0;fev de 2023
Estive no parque com minha esposa e duas filhas.FOI PÉSSIMO, não volto nunca mais, já pagamos um valor caro nos ingressos e ainda temos que pagar atrações a parte, brinquedos super ultrapassados (o que é aquele CINE 4 D ?????? não se enxerga NADA, fantasias de personagens sujas, sem dizer do preço elevado e a péssima qualidade da comida (isso pq fui no festival gastronômico).NÃO RECOMENDO E NUNCA MAIS EU VOLTO;1.0;fev de 2023
Ótimo lugar, tem várias filas pra ti visitar e quando tu cansar de se divertir nas filas, tu pode descansar num brinquedo, porque ele vai estragar e tu vai ficar 20min preso nele, esperando pela boa vontade dos funcionários.;1.0;fev de 2023
Muito boa,  estive com minha família , 2  dias é ideal , andei em todos os brinquedos e sobrou tempo para ver os shows .;5.0;fev de 2023
Parque maravilhoso, muito organizado, os funcionários são muito simpáticos e educados, os brinquedos, todos em perfeita manutenção, as dependências das apresentações, todas limpas. Aconselho ir no parque por 2 dias. 1 dia não é suficiente para conhecer tudo. Meu sonho de infância virou realidade!!!;5.0;fev de 2023
Não foi uma boa experiência. Filas enormes.. equipes despreparadas para atender. Brinquedos parando de operar e simplesmente depois de 1h na fila pararam o brinquedo e sequer nos deram satisfação. Vc fica 1 hora na fila da roda gigante infantil por exemplo e qd consegue brincar são 2 voltas.. menos de 1 min. Brinquedo infantil dentro do parque precisando pagar a parte.;2.0;fev de 2023
Bom dia! O parque pode melhorar nas atrações do Betinho 4d, porque a qualidade do filme é simplesmente horrível, não condiz com o nome do Parque. Outro atração que deixou a desejar foi vila esperança, que retrata um passeio em Portugal, o qual retratou um passeio insustentável no que diz respeito, além de percorrer um espaço pequeno demais. Pode melhorar e muito essas atrações! Outros pontos  são  as placas de sinalização, fiquei totalmente perdido, o app não é bom, pode melhorar tbm, bem como as sinalizações. Digo isso, porque estive na Disney e fiz uma comparação. Outro ponto importante é a vistoria na entrada, a pessoa não revistada, as mochilas não são abertas. Uma pessoa pode entrar com uma arma e fazer um estrago, pensem nisso!Outro ponto que eu observei, foi a limpeza dos banheiros, quando o parque estava bem cheio no dia 20/02/23 os faxineiros estavam apenas secando o chão, quando vasos estavam totalmente mijados , pode melhorar tbm! Montanha russa muito boa, porém a montanha russa invertida as cadeiras estavam fedendo a suor, podem ser limpas  a cada 2 saídas. Cheiro horrível! O passeio do trem no vale dos dinossauros muito legal, mas poderia tbm melhorar nos aspectos de conservação, Matos cortados, grama aparadas e estruturas pintadas, caixas d'água aparecendo juntamente com imagens de dinossauro. Sou Brasileiro, e gostaria muito que a nosso representante, O BETO CARREIRO, tivesse uma boa imagem aqui e tbm no exterior! Por isso fiz esse comentários .;3.0;fev de 2023
Nossas experiências nunca foram muito boas no Beto Carreiro, mas a última foi a pior de todas, levamos nossas filhas pela primeira vez e foi muito decepcionante ver que todos os brinquedos que planejavam brincar estava com a fila de espera média de 2 a 3 horas. Elas ficaram mais de 1 hora na fila do reboliço, acabaram desistindo, e no final depois que já estavam quase fechando perguntei pra moça se sobrasse lugar na última rodada ela deixava que as meninas entrassem e ela disse que não, mesmo sobrando lugar e estando vazio já o parque porque praticamente só havia o pessoal que tinha passado as últimas horas naquela fila pra brincar e vimos que as 2 últimas rodadas foram cadeiras vazias...Em resumo viajamos quilômetros pra chegar, passamos horas andando igual camelo embaixo do sol quente tentando achar um brinquedo legal que não tivesse tanta fila de espera e só vimos os shows, carros e madagascar, unica coisa que valeu a pena. Pagamos mais de 200 por ingresso em 4 pessoas mais um valor considerável em alimentação, isso que fomos em dia de semana, imagina se fosse final de semana ou feriado???Não entendo porque não limitam o número de passaportes diários ou diferenciam os valores pra distribuir melhor os visitantes por datas,  ou opcionais pra quem não quer usar os brinquedos...enfim..;2.0;jan de 2023
Na minha visão e de algumas pessoas que conversei no parque faltava sinalização para saber onde estava os brinquedos ,a opção do mapa no aplicativo e bem ruim e limitante porque a bateria do cel acabou ,tive que ir atrás das pessoas que trabalham no parque e achei o acesso um tanto chato porque nem sempre encontrei funcionários simpáticos ,no brinquedo da caverna onde encontramos um mundo encantado de bonecos percebi a falta de manutenção e limpeza neles ,a branca de neve segundo minha filha (5anos)estava assustadora ! Fiquei um pouco decepcionada entre a propaganda e a realidade!!;3.0;fev de 2023
Programação ideal para quem vai com crianças.Fomos no período de carnaval e preparem-se para enfrentar filas gigantes. Tivemos que comprar o Fast Pass. Prepare o bolso tambem: os Fast Pass ficam limitados a 4 atrações. Tivemos que comprar 2 FastPass para cada um do grupo.O show Madagascar é ótimo. As críticas ficam para os cuidados e manutenção do parque. No dia que fomos (19/02/2023) o brinquedo Rebuliço simplesmente parou, por volta das 17h (e olha que é novo). Alguns locais carecem de pintura, algumas partes com lodo e ferrugem.... A impressão que passa é que poderia estar sendo melhor cuidado. As decorações dos passeios de trenzinho parecem estar lá há 30 anos... e os cenários misturam de tudo um pouco (natal com dinossauros, com tartarugas gigantes e por aí vai...);4.0;fev de 2023
Eu amei todos os brinquedos. Mas os radicais eu gosto mais a montanha russa e fantástica, local muito alegre e com muito verde e lindo.  Quero voltar.;5.0;fev de 2023
Bem estruturado, somente o custo de alimentação achei um pouco alto, deveria ter mai cobertura nos locais de filas;5.0;fev de 2023
O Parque é excelente,mas 2 pontos são importantes destacar :1- Precisa melhorar a questão de filas isso é muito complicado 2- Um parque desse porte precisa ter 1 brinquedo importante novo por ano,fui em 2018 e praticamente as mesmas atrações e brinquedos;4.0;fev de 2023
Experiência horrível, cansativo e estressante, os portões deveriam abrir as 8 horas levando em consideração as filas que levam horas...um dia todo da pra brincar em 4 brinquedos sendo que a predominância são montanhas russas de vários tamanhos, tudo longe e pouca sinalização de onde fica cada brinquedo a começar pela entrada que é onde deveria ter a melhor e maior sinalização bem alta tipo de estrada/rua mesmo, mas não tem, perdi tempo rodando o parque procurando brinquedos e atrações, foi o dinheiro pior gasto de todos.;1.0;fev de 2023
Poderia mudar o horário de entrada do parque, 9:00 horas abriram as catracas da entrada do parque mas daí ficamos 1 hora esperando no sol com criança pequena até às 10:00 abrirem os portões para sim conhecer as atrações.Nessa 1 hora tinha um show mas não tem porque ficar esperando, se vc não quer assistir o show pois é no sol daí então deixem liberado os portões para quem quer ir pro parque não ficar preso esperando.;3.0;fev de 2023
Excelente parque , não estava lotado no período do carnaval conseguimos ir em todos os brinquedos que queríamos diversas vezes, ótimo atendimento, trabalhadores muitos simpáticos e atenciosos.;5.0;fev de 2023
O parque é excelente em todos os sentidos! É enorme, limpo e tem diversão para todas as idades. Nós temos a Disney e o cirque du soleil brasileiros!! Impecável!;5.0;fev de 2023
Eu aposto o Beto Carrero, venho desde os anos 90. E toda vez me surpreendo com algo novo e incrível! Dessa vez com duas crianças pequenas ( 2 e 4 anos) foi ainda mais encantador! Amamos o show do hot wheels e o espetáculo Acqua! Ambos que nunca tinha os visto. Uma dica para famílias com crianças: para conseguir aproveitar alguma coisa, venham quando elas tiverem mais de 80 cm! Menores do que isso não podem ir em nenhum brinquedo. Nem os infantis. Meu filho de 4 anos aproveitou demais e amou tudo! A de 2 anos teve medo em várias coisas.. até o passeio de trem. Hehehe;5.0;fev de 2023
Beto carreiro é diversão e alegria . Com ótima infraestrutura o parque tem boa praça de alimentação sem falar as atrações que são nota 10. Um dia somente é pouco mas quem puder apenas um dia vale também mas vai querer voltar! Para os pequenos é show de bola !;5.0;fev de 2023
Um loca organizado, limpo, seguro, funcionários super atenciosos e educados.Tivemos a sorte de usufluirmos do parque sem grandes filas;5.0;fev de 2023
