comentario;nota;data
Ótima experiência,  fomos durante a semana então, pouca gente. Ficamos em um bar com um recanto de cadeiras e redes,  bem atendidos. Quero voltar em breve;5.0;mar de 2022
Praia maravilhosa com uma longa área de areia limpa, muitas opções de comida, claro que muito caras, mas se você tiver disposição tem como encontrar mais em conta, ou melhor ainda é só levar e não precisará de gastar. Ir desde o amanhacer para vê o nascer do sol e curtir todo um dia em Copacabana é sensacional!;5.0;mar de 2022
Lugar top para sentar na beira mar , ler um bom livro e tomar água de côco. Costumo frequentar sempre Copacabana e sempre descubro algo diferente e novo;5.0;nov de 2022
ficamos hospedados com a familia no hotel portobay que é bem localizado em Copacabana , diariamente fomos a praia que sempre estava limpa e sempre nos sentimos seguros - lindo visual ;4.0;out de 2022
Praia linda, vista de tirar o fôlego. Cartão postal do Rio e um ponto que não deve faltar na sua visita ao Rio. Sensacional, com grandes Hotéis de luxo e os quiosques que não deixam a desejar. Amamos;5.0;set de 2022
Me senti segura, praia limpa e vista sensacional.Boa estrutura ao redor.Precisam facilitar acesso a guarda sóis e cadeiras.;5.0;set de 2022
Muito famosa devido aos artistas que frequentam, mas já vi praias mais estruturadas. A noite muito bom a caminhada, muitas opções. Bonita ;4.0;set de 2022
Eu amei a visita ao Pão de Açúcar, vista linda e tomar um café de frente logo abaixo da atração, foi sensacional, tocando jazz.;5.0;set de 2022
Praia de beleza incrível ,  estrutura muito boa com banheiros em toda orla , areia limpa , bastante quiosque. ;5.0;set de 2022
Amo Copacabana. Praia linda, bem sinalizada. Fácil acesso. Muito gostoso ficar nos quiosques admirando a beleza do mar e tomando água de coco ou uma cerveja. Imperdível.;5.0;set de 2022
A praia é maravilhosa e você não recebe sua carteirinha de brasileiro se não for visitar. Brincadeiras à parte, estar em uma das praias mais visitadas do mundo é energizante. Vale muito a pena. Obs: a água é muito gelada.;5.0;jan de 2022
Praia Maravilhosa a melhor praia do Rio para passear seja pela areia, calçada ou avenida. Aconselho alugar um hotel perto e passar o dia inteiro na praia e depois aproveitar a noite de copacabana.;5.0;mai de 2022
A praia e a avenida Atlantica melhorou muito nos anos recentes. Muitos locais na praia para beber/comer/ouvir musica. WiFi e toilette. Potencial para melhor ainda seria ter mais terracas de restaurantes do aoutro lado da avenida.;5.0;jul de 2022
Pra mim continua sendo a melhor praia do Rio para passear seja pela areia, calçada ou avenida (no domingo). Tem opção de todas as comidas, sabores e bolsos, é uma praia muito democrática. Está bem policiada, mas evite horários de pouco movimento.;5.0;jul de 2022
Copacabana é maravilhoso. Aconselho alugar um hotel perto e passar o dia inteiro na praia e depois aproveitar a noite de copacabana.;5.0;jul de 2022
Gostei muito da praia, várias opções de barracas para consumação com preços acessíveis. A quantidade de vendedores na praia que incomoda um pouco, mas nada que atrapalhe aproveitar seu dia.  ;5.0;ago de 2022
Melhor praia do Brasil.  Vários quiosques, com diferentes tipos de comidas. Toda a praia em si é maravilhosa.;5.0;ago de 2022
"A praia mais bonita que ja conheci, tanto de dia quanto de noite, de noite acaba sendo ""melhor"" por conta dos quiosques com musica ao vivo, muito bom, e musica de tudo que é gosto, alem da segurança !";5.0;jul de 2022
A praia mais famosa do mundo e não poderia deixar de ser. Os hotéis da Avenida Atlântica é o melhor lugar do Rio para se ficar. ;5.0;jul de 2022
Praia lotada e mar agitado sempre tome cuidado! E tome cuidado que as vezes rola arrastões! Na sua orla tem bastante lugares para escutar uma boa música e tomar uma cerveja gelada!;3.0;fev de 2022
faixa de areia larga na sua maior parte, a praia conta com áreas tranquilas, mar azul. No posto 6 a faixa de areia é menor, mas é perfeita para natação e outros esportes aquáticos. ;5.0;jun de 2022
Adoramos a praia de Copacabana, estava super limpa e aconchegante. Encantada com os quiosques e as opções de lazer!;5.0;jun de 2022
Praia segura. Existem policiais em todo o tempo circulando na região. A única coia que incomoda um pouco é o excesso de vendedores ambulantes.;4.0;set de 2021
A praia é realmente muito linda, o mar é  hipnotizante. No dia que eu fui estava bem limpinho a área, com guardas espalhados no calçadão. Uma pena o mar ser tão agitado, não dá pra entrar na água. Fui andar na beira só pra malhar o pé e voltamos ensopados HAHA. ;4.0;mai de 2022
O comércio e pequeno nas proximidades , cheio de moradores de rua e pedintes, mas Copacabana continua linda.;4.0;jun de 2022
Com grande oferta de serviços de hospedagem e alimentação, COPACABANA é uma lenda viva. Mar limpo , muito policiamento ostensivo, areia limpa e farta oferta de pescados e frutos do mar.;5.0;jul de 2022
Copacabana é sempre minha opção pra ficar desse vez não consegui me hospedar pertoFiquei na Lapa e não gostei 😑Copacabana é a melhor 😌;5.0;jul de 2022
A praia de COpacabana é linda e bem limpa.... sempre bem cheia, bastante turista.... estrutura muito boa tambémSó em volta de Copacabana que tem um cheiro bem complicado de xixi...Mais Copacabana em si é maravilhosa;4.0;mai de 2022
Continua linda, mas ….. não esperava ter tantos pombos e para completar cachorros na praia .  Sem falar de alguns rapazes com caixa de som tocando músicas de gosto duvidoso . Obrigando a todos escutarem , mesmo não gostando da música .;4.0;mai de 2022
Amei a praia de Copacabana, gente simpática, ficamos todas as vezes em uma barraca muito 10 que tinha parceria com o nosso hotel, acho que era a 77, não tenho mais certeza. O mar é agitado, bem gelado, diferente das praias da minha região, mas mesmo assim aproveitamos muito e que visual, lindo, do nosso hotel, ficamos de frente para o mar, ela lindo apreciar toda a grandiosidade do mar da nossa janela. ;5.0;dez de 2021
Eu gosto de copacabana, e perto de td, a praia e linda, o que falta realmente e melhorar os preços para turistas, pois duas cervejas, um suco , uma agua de coco e uma porcão de batatas dar 180,00 achei mt salgado. Consumimos pois queríamos curtir a praia sem sair mas se puder leve sua térmica.;5.0;fev de 2022
Praia de copacabana não é essas coisas que falam por aí, extremamente lotada, muito suja, vários tipos de ambulante vendendo de tudo e sem uma mínima higiene e o pior de tudo, muito uso de droga ao redor da praia na cara dura. As caipirinhas quem vendes na praia são feitas ali mesmo na praia sem a mínima higiene, coisa de louco e muitos sem saber qual as origens compram, inclusive os gringos, o lamentável e que nenhum órgão de controle de saúde está por perto. Fujam dessa praia, existe praia bem melhor, Ipanema, Lebron e Barra.;2.0;abr de 2022
Praia 🏖 de Copacabana !! Me apaixonei por vc !! Um Clássico tradicional do RJ - Do Leme do lado esquerdo , com uma orla de 5,5 km, faixa de areia extensa , muitas estátuas ao seu percurso - Clarice Lispector , Ayrton Senna , Carlos Drumond de Andrade e Dorival Caymmi , além do super histórico Copacabana Palace !!A minha satisfação é maior ainda que tive o prazer de ser o responsável de toda a remodelação da Iluminacao da Praia 🏝 com refletores em LED !! 🙌🏻🙏-😊Ficou Fantástica - 😊O calçadão é todo desenhado além do exuberante Forte de Copacabana que abriga um Museu Militar .Copacabana princesinha do mar 🌊 🎼🎼🎼;5.0;abr de 2022
Nesta última vez que fomos na praia de copacabana, fizemos um passeio pela orla e foi bem legal! Durante o domingo de tarde, a via fica parcialmente fechada para carros, permitindo que as pessoas andem na região, a pé ou com aparelhos como bicicleta e skate.Alugamos uma bicicleta dupla por um preço bem em conta e foi ótimo! Conseguimos percorrer toda a orla da praia e ir conhecendo os pontos. A vista é exuberante!Um ponto negativo é que ainda há muitos moradores de ruas, pedintes e flanelinhas, o que deixa o local relativamente inseguro e torna a experiência um pouco preocupante, especialmente pelos relatos constantes de assalto. Apesar disso, havia muito policiamento no local, equilibrando essa sensação de segurança. Em resumo, é importante ficar sempre bem atento e evitar lugares sem movimento.Vale muito a visita!;5.0;mar de 2022
Local impróprio para banho pois as ondas são muito violentas. Mas o local é bom pra quem gosta de bares.;3.0;mai de 2022
Usuários de crack por todos os lados, muitos pedintes . Muita sujeira,  cheiro de urina . Eu amo a cidade do RJ, mas infelizmente depois da pandemia as coisas pioraram muito a população de rua aumentou,  e tmb a violência . No momento não recomendo.;2.0;mai de 2022
Sem dúvida a praia mais carregada de história e energia que se tem,pode até ser muito agitada ou em alguns momentos confusa mas não dá pra tirar a maestria que se tem a praia mais famosa do mundo.;5.0;abr de 2022
Não há como pensar em rio de janeiro, sem mencionar e lembrar essa pria maravilhosa. Não é a minha preferida, mas é linda!;5.0;abr de 2022
Ficar em Copacabana é bom pela localização e para deslocamento para outros bairros. Para uso de praia não recomendo, não é muito limpo e por ter muito turista fica dificil ter um momento de paz na areia.;3.0;abr de 2022
Excelente praia, muito voltada é preparada para atender turistas, nada é exorbitante, preços acessíveis e um encanto de praia e mar. Sexta feira é dia de Copa;5.0;abr de 2022
Praia maravilhosa, é e sempre será a princesinha do mar, no final da praia tem o Forte de Copacabana, onde podemos tomar um café maravilhoso e apreciando uma vista fenomenal.;5.0;abr de 2022
Fomos apenas para passear numa quinta-feira de tarde. O tradicional calçadão é largo, com espaço para pedestres e ciclistas, e muitos quiosques e vendedores.A praia em si é bastante extensa, deve ter uns 4km. A faixa de areia também é bem larga em vários pontos, assim, mesmo com bastante gente, dava uma sensação de praia tranquila. O mar é aberto, então as ondas são fortes e a água é gelada.Com relação à segurança, não vimos nada nem ninguém que parecesse preocupante.No geral, a praia de Copacabana parece mais própria para caminhar, comer ou tomar um sol do que entrar na água. E ela é mais bonita quando vista de cima. Mas com certeza vale a visita!;4.0;nov de 2021
A praia é realmente muito bonita, o calçadão tem muitos bares e vendedores de souvenirs. Mas a praia é agitada, não é boa pra crianças, tem que tomar muito cuidado com os furtos pois a todo momento você ouve alguém dizendo que passou um vendedor e levou X sem a pessoa perceber.;3.0;mar de 2022
Muito suja a praia me senti ofendido quando um grupo de pivetes tentou passar cantadas na minha filha;1.0;fev de 2022
Maravilhosa !!! Vale a pena. Lugar tranquilo e familiar. Fui com minha esposa e amamos. A praia fica próxima a tudo. Tem a praia do Leme que é ao lado e muito linda também.;5.0;abr de 2022
Praia linda demaiiiis, porem tem que tomar um pouco de cuidado onde vai e os horários. Fora isso ta tudo certo! so ficar de olhos abertos!;5.0;abr de 2022
MUITO BOA! Vale a pena andar de bike do Itau, vários Quioskes legais, tem o fort ao lado que vale a pena tomar café e pegar o por do sol.;5.0;mar de 2022
A praia de Copacabana é um clássico do RJ. Com o Leme do lado esquerdo, a orla é grande, faixa de areia extensa, muitas barracas, e muitos vendedores ambulantes. É cobrada uma taxa de aluguel para utilizar cadeiras e guarda sol, mas dá pra negociar. Sai mais barato comprar bebidas e drinks dos vendedores que por ali circulam, exceto se o barraqueiro fizer o mesmo preço (mais cômodo). Vc é interrompido constantemente por algum vendedor querendo te empurrar alguma coisa, por vezes incomoda. Caixinhas de som são uma boa opção para por na mochila. Com crianças é importante ficar super alerta! É legal para conhecer, mas curtir sugiro outras.;4.0;mar de 2022
Praia muito linda, areia maravilhosa, só deixa um pouco a desejar, no finalzinho, ainda o ser humano deixa vários resíduos na areia, e isso causa uma má impressão, e muito cuidado com alguns ambulantes, tem muitos mas o negócio é não vacilar, cuide de seus pertences.;4.0;mar de 2022
Lugar lindo, muito visitado com policiamento constante em praticamente todo lugar, a praia contrastando com os morros de vegetação da mata atlântica, as tradicionais estátuas feitas de areia por artista local chamam atenção.;5.0;mar de 2022
Poderia ser melhor se tivesse mais segurança.Otima para corridas ao ar livre.Calistênia.Treinos.Amo muito;3.0;mar de 2022
A praia de Copacabana não agrada muito, o mar é mais aberto, as vezes tem um cheiro meio forte/ruim, não sei se do mar ou se tem algum esgoto próximo, não tem muitos banheiros ao longo da orla, e nos quiosques piorou. Não entendo como um lugar oferece comida e bebida mas não te oferecem banheiro de graça, é o cumulo do absurdo ter que pagar para ir ao banheiro quando sua bexiga está cheia de tanto que vc bebeu, isso quando tem um por perto. RESUMINDO: essa praia é boa no máximo para um passeio no calçadão mais a noite ou de manhã cedo.;2.0;ago de 2021
Praia com vários quiosque , bem animada em 12 dias apenas em 01 tive infelicidade de presenciar um roubo . Por isso a noite não vá ao quiosque com correntes e anéis , volte de Uber e  observe a sua volta antes de usar celular. tive esses cuidados  ;3.0;mar de 2022
Fui dia de semana, estava tranquilo, mar forte, muito bonita, o calçado icônico, uma visita memorável pra quem quer conhecer o rio de Janeiro. ;5.0;mar de 2022
"praia, animacao; tanto de dia como de noite, é muito bom passear pelo calçadao. e os preços sao baratos nos quisques";5.0;abr de 2021
Eu esperava mais pela Praia ser tão famosa no Mundialmente, mas não achei lá aquelas coisas não, só tem nome mesmo.;2.0;abr de 2021
a paisagem é linda, a cidade é realmente maravilhosa de ver, mas não dá pra dar um passo sem o medo de ser roubado, toda hora aparece algum abordando você, pedindo alguma coisa, enfim, tranquilidade você não tem...;4.0;fev de 2022
Muito boa gostei muito, me diverti gostei do preço e sla muito bom, revi meus amigos e visitei a praia slk mano muito bom tmj;5.0;jan de 2022
Caminhe pelo calçadão. Grande variedade de quiosques. Alguns com música ao vivo. Cuidado com seus pertences;4.0;jan de 2022
Maravilhosa praia, toda aquela extensão encanta, estive em dias de não muita gente e pude aproveitar melhor, seus calçadões são um convite para a caminhada. ;5.0;dez de 2021
Uma praia bem lotada de vendedores ambulantes que a todo momento te oferecem coisas , fora isso é bem segura, bonita e limpa… passei o reveillon lá e não há palavras para descrever o quão bonito é, realmente, Copacabana é Copacabana!!;5.0;jan de 2022
Confesso que escolhi ir a essa praia porque ficava perto da minha hospedagem, mas é bem bonita, com areia branquinha e bons bares ao redor (mas vá com dinheiro, pois não é tão barato). Além disso, me senti em segurança.;4.0;jan de 2022
Praia limpa, mar um pouco agitado, pouco comercio local, porem bastante vendedor ambulante. Recomento local maravilhoso.;5.0;fev de 2022
A praia de Copacabana dispensa adjetivos. Linda em todas as estações. Seja para caminhar no calçadão, seja para desfrutar do mar. Fiquei feliz em ver toda a orla bem policiada o que me fez sentir estar segura para desfrutar só da beleza do cenário.;5.0;fev de 2022
Praia com um belo calçadao e ótimos bares e restaurantes. Na areia muitos vendedores e gringos.Apesar da praia ser considerada própria para banho não parece ser tão limpa.De qualquer forma é parada obrigatória para quem deseja conhecer a cidade maravilhosa.;3.0;fev de 2022
Se você é turista no RJ não pode deixar de conhecer a paisagem mais vista nas novelas e tão desejada pelos brasileiros. Os quiosques são um pouco caro e é um lugar que se deve tomar cuidado com arrastoes, mas vale a pena conhecer. ;5.0;abr de 2021
Uma bela praia para ser admirada pela fama internacional, porém apesar da localização privilegiada existem praias muito mais bonitas e seguras no próprio Rio de Janeiro. Vale a experiência.;4.0;jan de 2022
Lugar muito lindo, música muito boa ao vivo, ótimos restaurantes, belíssimas paisagens. O Cristo lá no alto. Idosos, crianças,  cadeirantes caminhando no calçadão. A cidade parece não dormir, vi pessoas o tempo todo tomando banho na praia, virando a  madrugada.;5.0;fev de 2021
Fui no fim do dia passear pelo famoso calçadão e conhecer alguns bares da região. É gostoso passar por lá e admirar as artes que se tem no meio do caminho, são trabalhos em areia, imãs, chaveiros, muitas opções para levar de lembrancinha. ;5.0;fev de 2021
Praia boa e bonita, mas não é a melhor do RJ. Em alguns pontos chega a ser perigosa (mas não como dizem na tv). Eu fiquei em hotel à beira mar, e a experiência foi otima, mas recomendaria leblon ou ipanema.;4.0;dez de 2021
Lugar Lindo,  mas mal cuidado, muita sujeira na areia, cheiro de xixi forte, a prefeitura precisa cuidar mais da limpeza ;3.0;dez de 2021
Se acha tudo na praia de Copacabana ,de cerveja a bronzeamento da tão  conhecida  chama a rose. Comida, guarda sol e chuveiros !;5.0;dez de 2021
Cartão postal do Estado do Rio de Janeiro, a praia de Copacabana é de fácil acesso (metrô ou ônibus), possui diversas opções de restaurantes e passeios ao ar livre.Observação: Turistas devem ter cuidado, pois como qualquer grande capital, a presença de trombadinhas é facilmente constatada.;3.0;nov de 2021
Vista incrivel!Praia agradável, quiosques que oferecem refeição com valor médio de R$35,00 reais  p/ pessoa!;5.0;jan de 2022
Ótimo local para andar de bike na orla, conhecer os turistas kkk e aproveitar os barzinhos. A praia é um pouco cheia, mas da pra aproveitar sim;5.0;jan de 2022
A praia está decadente…suja e mal cuidada. Amo o Rio, mê dá tristeza ter que fazer essa avaliação de Copacabana. Mas espero que sirva para a prefeitura se dar conta de que precisa cuidar melhor dessa que é uma das praias mais famosas do mundo.Se estou hospedada na região, ando até até a praia de Ipanema ou mesmo até o Leme.;2.0;jan de 2022
Praia muito boa, mar agitado, vista linda pro Pão de Açúcar. Só deixa a desejar nos altos preços praticados que chegam a ser exorbitantes. Fora isso nada a reclamar;5.0;nov de 2021
A parte boa é o visual, com a  visão espetacular do pão de açucar.Porém, todo o resto é ruim.é um lugar onde você não consegue andar tranquilo em NENHUM momento... o bairro está um tanto quanto decadente... muitos moradores de rua e muitos trombadinhas, que apesar do policiamento presente, estão sempre por lá esperando um vacilo de um turista qualquer..Eu estava no ponto 6, que é uma localização bem boa pela proximidade com o forte de copacabana, e um postinho da policia bem perto... mas nem assim você se sente seguro.A praia em certos momentos e localidade, fede. A areia e água é um tanto quanto escura.. além de extremamente gelada mesmo em dias de sol... pouquissima convidativa para o banho. Quem já frequentou as praias do nordeste, sabe bem a diferença.Tudo muito caro.. a comida então nem se fala.. mas esse parece ser um padrão do rio de janeiro.Se eu voltar à cidade, com certeza vou me hospedar no Leblon, melhor em todos os sentidos.;3.0;nov de 2021
Fiquei na altura do posto 3, próximo ao Copacabana Palace. Pra mim foi uma ótima localidade durante minha viagem, a praia é ótima, limpa, extensão de areia enorme, muitos ambulantes e o mar é agitado.;5.0;nov de 2021
Uma bela praia e diversão em família. Quiosques e aluguéis de barraca e cadeiras. Mas atenção aos pertences. Leve somente o necessário. Dinheiro, trocado (nada de abrir a carteira para comprar um milho verde ou biscoito globo e mostrar as notas de R$ 100. Leve trocados, notas de 10 e 5 reais). Cuidado com seus pertences sempre. Vigilância constante! Uma olhadinha para o céu e sua mochila simplesmente some! ;3.0;jan de 2022
A princesinha do mar continua linda. Belo visual, bons bares, pessoas de todo o mundo circulando. Vale a pena.;5.0;nov de 2021
"Mesmo tendo 90% de aprovação nas avaliações do site, é preciso analisar com maior profundidade alguns comentários que fogem da realidade( dentro do meu ponto de vista).  Vou pegar alguns comentários:. ""Tudo ali é caro""-  Em uma praia com marmitex por 10 reais  e pratos executivos por 25, o argumento não se sustenta.. ""Praia sem infraestrutura para o turista""-  O viajante ignorou dezenas de quiosques ,barracas , restaurantes e um posto de atendimento ao turista, pois se incomodou em pagar 3 reais para ter um banheiro higienizado o tempo todo. . ""Muito Povão""- Ora bolas! Uma praia urbana de fácil acesso e a pessoa se incomoda com o ""povão"". Quem quiser exclusividade, alugue uma ilha em Angra.. ""Não me senti seguro momento NENHUM""- Entre 7:00 e 11:00,  a tranquilidade é absoluta para carregar celular, cordões, etc. A partir das 11:00 deixe os bens de valor em uma doleira e os tire em locais fechados ou perto dos policiais(são muitos pela orla). O principal :  Quem fica olhando qualquer homem não caucasiano como suspeito, vai sofrer muito e curtir nada. "" Muita população de rua""- Aumenta muito nos fins de semana, possivelmente alguém irá te oferecer bala ou pedir dinheiro, apenas diga não e siga seu caminho.""Muitos ambulantes na praia""- São muitos, mas não costumam ser insistentes.. "" Mar gelado e agitado""- Verdade, mas entre os postos 5 e 6 o mar  as ondas são menores. Como morador do bairro, vejo diariamente pessoas felizes e desfrutando tudo que a praia mais famosa do Brasil tem para oferecer ,bastando ter a cautela necessária como em qualquer outra  grande cidade brasileira.";5.0;dez de 2021
é legal conhecer Copacabana, porém achei o mar e a areia bem sujos, a praia tem duchas que não necessitam ser pagas, o que é um ponto positivo ;3.0;nov de 2021
Atendimento nota 10 da barracas que ficam na areia. Preços justos nas bebidas e petiscos. Quer se sentir turista? Essa é a praia.;5.0;dez de 2021
A cor da água da praia estava marrom , além disso, passa gente o tempo todo pedindo dinheiro ou tentando te vender algo . Não foi um lugar que me senti segura!;3.0;dez de 2021
Ficamos hospedados próximo do posto 5. Gostamos bastante da região. Tem uma estrutura boa de bares, restaurantes, farmácias etc. P/ todos os gostos e bolsos!Acontece que se tornou uma região perigosa... Como alguém disse em uma avaliação: só esperando o turista dar uma bobeira pra arrancar!Felizmente nós sabíamos da situação e nada atrapalhou o nosso passeio, não ficamos com celular na mão, ostentando itens etc. Fora isso, tem uma orla extensa que dá pra ir de canto a canto de bike... foi o que fizemos: leme + copacabana!Ainda assim, apesar dos riscos, achamos um lugar lindo!;5.0;nov de 2021
A praia mais agitada do Rio. Muitas pessoas caminhando no calçadão e na orla. Linda do Leme ao Pontal. Nela se encontra a estátua de Carlos Drumont de Andrade e o famoso Copacabana Palace, além de muitos restaurante e bares. Cuidado com os pertences! Esteja sempre atento aos bolsos, celulares e joias, mas nada além do que já não fazemos em São Paulo.;5.0;abr de 2021
"Praia mais movimentada nos finais de semana! Àgua muito gelada, principalmente para quem está acostumado com as águas quentinhas do Nordeste. rsrsrs;Mas é muito bonita.";4.0;set de 2021
A praia é realmente muito bonita, águas bem claras e areia branquinha! Mas o mar é muito bravo quase não dá para entrar. Bom para fazer caminhada e mesmo assim tem que tomar cuidado pois é muito cheia.;5.0;set de 2021
muito legal mas achei a caminhada no calçadão bem chata, além de ter que desviar das pessoas, tinha que desviar dos produtos no chão. Acho que poderiam expor seus produtos mais no cantinho.;4.0;nov de 2021
Praia sem a mínima estrutura para os turistas, as ruas ao aredores de copacabana sem condições nenhum de receber as pessoas,  muitos moradores de rua, muito lixo, e o pior, extremamante caro os produtos e de baixa qualidade, e o atendimento pelo carioca pessimo, horrivel estão nem ai para os turistas, viva o nordeste.;1.0;out de 2021
areia gostosa! crianças adoram! as vezes o mar esta muito bravo, ai recomendo mais atenção as crianças. Muito policiamento, me senti segura. ;5.0;jul de 2021
Praia com grande faixa de areia, muito esporte. Em sua orla existem bikes e patinetes elétricos pra alugar por app, muito prático. Andar pela orla é muito seguro, existem policiais por todos os cantos. Não observei nada de anormal. Muitas opções de restaurantes e quiosques.;5.0;out de 2021
Praia de Copacabana, achei a praia limpa, com alguns vendedores oferecendo biquínis, água de coco, mate, biscoito globo etc, diferente das praias do Nordeste não tem barracas na areia. Uma praia bem organizada, quando fui achei bem segura, os valores achei normal. O calçadao  de Copacabana é lindo e sempre com muita gente.;5.0;dez de 2020
Banheiros cobrando 3 reais a cada entrada, isso faz com que os turistas vao direto a praia transformando em um verdadeiro banheiro a céu aberto. Vergonha a praia mas visitada do Brasil nao oferece se quer banheiro aos seus turistas. E mais se vc pagar nao espere um banheiro decente. Nao tem acessibilidade e muitos nem porta tem.;1.0;out de 2021
A orla de Copacabana é maravilhosa... Linda e encantadora. Ótimo para a prática de caminhadas, exercícios com bike e patins. A praia em si achei um pouco violenta pra banho, então pra entrar no mar é preciso saber nadar.Durante minha estadia encontrei policiamento em toda orla, não tive medo ou senti inseguro, mas evitei usar coisas que chamem atenção como relógio, cordão e celular.Barracas maravilhosas na orla, com preços turísticos (um pouco elevado, mas nada tão exagerado).;4.0;ago de 2021
Passei o mês de janeiro e começo de dezembro em Copacabana lugar maravilhoso fiquei perto do posto 4 adorei o lugar, recomendo;5.0;ago de 2021
