comentario;nota;data
Sou filha de baiana, então já fui diversas vezes ao Pelourinho, em ocasiões distintas e em épocas diferentes, quando vinha visitar a família. Agora vim mais como turista mesmo e recomendo demais que façam o tour guiado com o Edvaldo, que eu descobri graças às avaliações de outros viajantes aqui no Trip Advisor. Eu e meu namorado fizemos o tour de três horas com ele e adoramos - conhecemos um pouco mais de Salvador e sua história e ficamos super tranquilos caminhando ali na região, além de descobrirmos cantinhos especiais que só alguém local e profundo conhecedor da cidade sabe. O Instagram dele é @guiaculturaturismo e o WhatsApp é (71) 98866-2325. O Pelourinho e suas adjacências é um passeio imperdível tanto para quem nunca veio a Salvador como para quem já conhece a cidade. É onde a cidade nasceu e merece ser descoberto num tour guiado.;5.0;fev de 2023
A história de Salvador faz parte de todo a nossa história e nada mais coerente te do que visitar o Pelourinho com um guia, para compreender a fundo como Salvador se construiu. A visita foi ótima, sem abordagens invasivas e super cordial. Aconselho a contratação do guia Edvaldo, do @guiaculturaturismo. Super disponível, com detalhes sobre cada trajeto, inclusive aqueles que nem todo mundo vai, além das dicas de restaurantes no local. Em resumo, a visita foi super legal!!!;5.0;fev de 2023
Amei conhecer esse lugar, uma graça a arquitetura e clima. Valeu a pena a experiência. Quero voltar em breve.;5.0;fev de 2023
Nota 10, cidade  maravilhosa e pessoas maravilhosas, voltarei sempre que possível com minha família e indicarei aos meus amigos e parentes. ;5.0;fev de 2023
Pelourinho é a história cultural do nosso País,  onde tudo começou, mistura de ritmos, sons, cores, sabores, gente diversa, linda. Tem espaços gratuitos com shows de artistas locais,  várias lojas de artesanato, restaurantes, bares, bem policiado, fácil locomoção, amo. ;5.0;fev de 2023
Um lixo! Vá, se deslumbre se vc é do turista “intelectual” que curte ser assediado, desrespeitado, se vc se sente o “colonizador” em dívida eterna com aqueles que te assaltam!;1.0;dez de 2022
Com receio das abordagens e por estarmos em casal mais bebê de 1 ano e 6 meses resolvemos contratar um guia. Através das avaliações aqui, contratamos o Sr. Carlos Triunfo e  foi fantástico.  O Sr. Carlos nos deu uma aula de história no Pelourinho e teve muita atenção e paciência com a nossa bebê.  Sempre procurando uma sombra, o calor estava demais, e nos explicando tudo detalhadamente. Deixou-nos bem a vontades para fazer as visitações, deu dicas de restaurantes e outros tours pela cidade, como a Ilha dos Frades e Arena Fonte Nova. O Sr.  Carlos é muito respeitado por todos na região, nos orientou como funciona a abordagem dos ambulantes e nao tivemos problemas. Gostamos tanto de tudo, que retornamos ao Pelourinho sem o Guia dois dias depois para almoçarmos e não tivemos problema algum. Dica de restaurante maravilhoso: Cuco Bistrô.Telefone de contato do Sr. Carlos Triunfo  71 98847-4877, recomendamos muito principalmente para quem tem crianca.;5.0;mar de 2023
O lugar é incrível possui muitas histórias e tem vários pontos para visitar.. porém o lado bom acaba ai.. Tem muitos vendedores insistentes que não aceitam não e tentam te vender fitinha ou te pintar a todo custo.. Sem falar que há exploração até mesmo no estacionamento.. cobraram 50 reais em um local aberto.;1.0;mar de 2023
Você dificilmente sairá do Pelourinho sem comprar algo. Uma foto com a baiana, um desenho no corpo, um artesanato… Te pintam sem sua autorização e te cobram R$ 50 por isso. Lhe dão “presentes” e lhe cobram por isso. Música? Também é paga por aqui. Não tire fotos nem grave vídeos, somente se pagar por isso, caso contrário irão te proibir disso! Pessoas muito arrogantes que te obrigam a pagar por tudo! Péssimo! Como é possível ver na foto, um senhor tentou pintar no meu braço um sol. Porém, com inúmeros “eu não quero, por favor pare!” Ele só parou quando já tinha desenhado praticamente a metade do sol. E ainda queria me cobrar por isso. Algo que eu não queria!;1.0;fev de 2023
Lugar é bonito, porém extremamente inseguro, pessoas ficam te atacando e forçando comprar produtos ou pagar por explicações/pinturas indesejadas.;2.0;fev de 2023
Sabe quando é difícil avaliar? Quase desistir de ir por conta da violência, mas arrisquei, fui no final de janeiro 2023, tinha muita polícia, mas é muito desagradável a quantidade de pedintes, vendedores e pessoa que querem pintar você, são chatos, grosseiros e mal educados, vc fala que não quer e eles ficam de cara feia, dá medo. É triste pq é um lugar que é rico culturalmente, mas não conseguimos ficar em paz, relaxar. Quase fui roubada dentro da sorveteria , quando entrei na sorveteria uma mulher esbarrou em mim, pedi desculpas, ela foi super simpática, quando encostei para escolher os sabores dos sorvetes, ela encostou também, quando percebi ela já estava com a mão dentro da minha bolsa com o celular da minha sobrinha, puxei da mão dela e a indaguei, ela saiu correndo. Falei com o atendente que presenciou tudo, e ele só respondeu: Ela sempre faz isso. Gente, como assim? a sorveteria sabe e não proíbe o acesso de uma ladra nas dependências. Ela fica no fundo observando quem está pagando, como paguei com cartão de aproximação e só joguei na bolsa, ela tentou com o esbarrão pegar, não conseguiu e vei tentar novamente. Relatei o ocorrido  com o pessoal da unidade do Elevador Lacerda e o atendente me perguntou: é uma morena? falei que sim, e ele: Ah, ela sempre faz isso, já é conhecida. Conclusão: a empresa e conivente. Não é um local seguro para turistas. Para ser sincera, passei dois dias em Salvador antes de ir para Morro de São Paulo, a maioria dos atendimentos foram grosseiros e mal educados, pessoas muito ignorantes. Salvador não é uma cidade receptiva para os turistas só querem o nosso dinheiro, nos roubar e enganar. Em Morro, a experiência foi maravilhosa, pessoas muito gentis e educadas. Eu já viajei por todo o Brasil e muitos outros países, o único lugar que não voltaria para turismo é Salvador, será só de passagem como sempre foi. Cuidado!;3.0;jan de 2023
realizamos o passeio com o Guia Edvaldo e valeu muito à pena. @Edvaldo, com muito bom humor mostrou detalhes do centro histórico  que passariam desapercebidos sem um guia.;5.0;fev de 2023
Muito lindo, passeamos por vários pontos turisticos no pelourinho,  policiais espalhados por vários pontos, os vendedores não importunaram.;5.0;jan de 2023
Achei uma área encantadora e com muitas curiosidades culturais. Esperava que as abordagens de golpes para turistas seria maior, o que é um ponto positivo.;4.0;fev de 2023
Passeio foi ótimo.  Lugar incrível. Tem opção de compras de artesanato e moda praia/cargas. Visita a parte histórica de Salvador. Igreja linda. Músicas e baianas. Amei o passeio.;5.0;dez de 2022
Creio que poderia ter algo falando sobre a história do local: uma placa, alguma coisa. A maioria das pessoas vão pra lá sem saber sua real história;4.0;dez de 2022
Eu e meu marido fizemos um passeio de 2 horas com o guia Edvaldo (@guiaculturaturismo), e mesmo com pouco tempo conseguimos ver muita coisa, o guia explicava tudo com bastante informação, animado e muito querido! Sem guia, além de não saber o contexto histórico de cada coisa que se passa, vi que se torna mais perigoso e propício a abordagens desagradáveis e invasivas.O lugar é lindo e muito rico de história, porém como todo lugar, sempre tem pessoas querendo se aproveitar, se não quiser algo, diga não e não pare, numa simples parada, podem te tirar muito dinheiro sem que você queira, com pinturas, fotos, etc.Para nós o guia fez TODA diferença, me senti mais segura, com certeza sai de lá com muito mais informação e conhecimento desse lugar incrível, fora a simpatia, profissionalismo do Edvaldo, o recomendamos de olhos fechados!;5.0;fev de 2023
Uma aula de história a céu abertoSugestão: pegue sim um guia local assim que chegar no Terreiro de Jesus.Fez toda a diferença no passeio. Vc ve tudo com outros olhos ao conhecer a história que tem por trás de tudo ali;5.0;fev de 2023
Visita ao Pelourinho guiada é um roteiro que deveria ser obrigatório não só a quem vai a salvador, deveria ser da grade curricular! Incrível como conseguimos nos enxergar naquela história, o quanto é tudo tão atual e é impressionante, como os livros não contam! Recomendo a todos que tiverem oportunidade de fazer esse roteiro, lógico que somente com guia oficial e credenciado. É preciso ter muito cuidado com os clandestinos! O nosso foi o Carlinhos Triunfo, quase uma personalidade no pelourinho, que entregou muito mais que esperávamos. Foi perfeito;4.0;jan de 2023
Abordagem insistente de ambulantes e vendedores deixa toda a beleza histórica em segundo plano.Não consegue circular ou curtir o local sem a constante interrupção, a palavra  “não, obrigado” é ignorado na insistente abordagem.Tem outros lugares históricos da cidade sem o incômodo.;2.0;jan de 2023
Ouvimos falar várias histórias de turistas de que o pelourinho é perigoso, que não dá pra tirar o celular na rua, que é abarrotado de pedintes e pessoas oferecendo coisas.. E digo.. Pessoal que fala isso tá mal acostumado! Pra quem mora em Porto Alegre, o Pelourinho é o paraíso. Um policial a cada esquina, e vários carros de polícia circulando lá, chegando a dar congestionamento de tanta polícia no local. Ficamos cerca de 1 hora e teve somente uma abordagem de pedinte e 1 pessoa se oferecendo para guiar uma visita na igreja. O passeio é bem legal pois passamos por dois grupos de Olodum tocando na rua, que foi o principal atrativo do local. As casinhas são simpáticas e as lojas tem lembrancinhas padrão da Bahia, nada de mais. O elevador Lacerda não tem vista panorâmica e tem uma tarifa de 15 centavos. Após passeio no Pelourinho, descemos de elevador, fomos no mercado e descemos em uma caminhada de aproximadamente 30 minutos até o museu de arte moderna.;5.0;jan de 2023
Lugar muito bom, com diversas coisas para fazer e tem muita segurança no local. Foi uma experiência maravilhosa!;5.0;jan de 2023
O Pelourinho é um daqueles lugares icônicos que você precisa visitar pelo menos uma vez na vida. Andando pelas vielas você se depara com pessoas ensaiando as batucadas, ou jogando capoeira. A atmosfera é de alegria contagiante.;5.0;jan de 2023
Dizer que o Pelourinho é a cara de Salvador ou um lugar histórico imperdível é um lugar comum. Considero uma experiência sensorial, pois encanta os olhos, impressiona os ouvidos, faz a mente aguçar a importância para o aspecto histórico e arquitetônico.Muitos aromas também estão por lá e os quitutes da culinária baiana também vão agradar ao paladar e ao estômago;4.0;fev de 2023
Local top pra dar um role histórico, é a raiz do Brasil!Desde a sede Mater da Faculdade de Medicina da Bahia, fundada em 1808, até a Igreja do Sr do Bonfim, cada local tem a sua história ;5.0;fev de 2023
Lugar lindo. Parada obrigatória pra quem ama história, o jeito baiano de ser e os encantos da Bahia.;5.0;jan de 2023
- Ao visitares Salvador, procure o Guia turístico cultural Edvaldo Gomeia para acompanhar seu tour pela cidade. Ele é pontual, muito simpático, profundo conhecedor da cidade, de absoluta confiança e que certamente engrandecerá o seu tour. Recomendooo👍👏😀;5.0;jan de 2023
Passei o dia todo com o guia sensacional Ed @guiaculturaturismo, encontrei ele vendo diversas recomendações aqui no trip advisor. Expectativa mais que superada! E olha que a expectativa estava alta.Ed é um cara carismático e muito simpático, todo mundo conhece ele. Também se preocupa muito com o bem estar nosso e principalmente nossa segurança.Recomendo ele de olhos fechados, podem confiar que não irão se decepcionar!!;5.0;jan de 2023
O Guia Edvaldo é simplesmente espetacular. Nos deixou seguros e confortáveis, tirou fotos e fez vídeos incríveis e o melhor de tudo, nos deu muitas informações sobre cada ponto da visita, o que tornou a viagem uma experiência única.;5.0;jan de 2023
Tivemos uma experiência maravilhosa no Pelourinho. Optamos por fazer o passeio com um guia turístico que foi um diferencial para que aproveitássemos ainda mais a experiência. Conhecemos o Edvaldo, guia turístico, que conhece cada cantinho do Pelô. Ed é um fofo, atencioso, cuidadoso, gente boa. Segue o @ do dele para os que desejarem: @guiaculturaturismoAndamos pelo Pelô por umas 3 horas. Nos sentimos muito seguros. Fez tida diferença! Se for ao Pelô, vá com um guia turístico.Dicas: Restaurante: Cuco BistrôLocais para conhecer: Igreja São Francisco, Catedral Matricial de Salvador, Museu Afro, Museu do Carnaval, Projeto Movimento Percussivo, Teatro Folclórico da Bahia;5.0;jan de 2023
Ótima experiência. Realizamos em família com o Guia Edvaldo. Alto astral e conhe lance todos os detalhes da rica história da primeira capital do Brasil.;5.0;jan de 2023
O Pelourinho está muito bonito, foi revitalizado, estava limpo, apesar de muitos turistas e grande movimentação. As construções antigas, as igrejas, as lojas, tudo bem cuidado e organizado. Amamos!;5.0;jan de 2023
Região muito importante para a história do Brasil. Local respira cultura. Possui diversos museus, igrejas, restaurantes, artesanato, etc... Vale a pena fazer um walking tour para entender melhor sobre tudo. Tomar os devidos cuidados sobre segurança, mas no geral achei tranquilo. Acho válido reservar um dia inteiro para conhecer bem as coisas. Vai render muitas fotos legais.;5.0;jan de 2023
Estamos em um grupo de 9 pessoas do Rio de Janeiro e tivemos uma experiência única de exploração do centro histórico e Pelourinho com o guia EDVALDO, que tenho certeza que não teria sido tão rica culturalmente se não tivéssemos tido sua assistência.;5.0;jan de 2023
Excelente serviço.Edvaldo guia atencioso q fará seu roteiro de acordo com a característica de sua família ou grupo.;5.0;jan de 2023
Visitei o Pelourinho seguindo as recomendações daqui, de não ir sozinho, buscar um bom guia, e foi a mhor decisão! Aproveitamos muito mais o passeio, foram quase 4h de caminhada por todo Centro Histórico, passando o Elevador Lacerda e o Pelourinho! Indico demais o trabalho do guia Edvaldo, (71) 998866-2325!;5.0;jan de 2023
Conhecemos a história, o axé e os lugares do centro histórico de Salvador com o guia Edvaldo Gomeia @edvaldogomeia (71988662325). Foi o investimento mais certeiro q fizemos! Conhecemos Salvador em segurança (por onde ele anda conhece as pessoas e todos dizem q estamos com o melhor guia) e muito bem acolhidos com informações históricas preciosas e garantindo lindas fotos e vídeos feitos por ele mesmo! Muito mais q um guia, é uma experiência de imersão na cultura da cidade. Além dos cartões postais ele leva vocês a lugares q ninguém mais leva!;5.0;jan de 2023
Chegamos ao Pelourinho pelo Elevador Lacerda.Logo que você sai do elevador, já está em uma grande praça com os imóveis antigos e coloridos do Pelourinho, além de algumas de suas inúmeras igrejas.Fomos abordados por um guia turístico, que ofereceu um passeio guiado por R$ 130,00 a hora.Contratamos, ficamos com ele por 2h30m e valeu muito a pena, pois fizemos um passeio bastante otimizado, visitando os principais pontos, com muitas explicações detalhadas pelo guia, não perdemos tempo e terminamos na hora do almoço em um excelente restaurante indicado pelo mesmo, o Antique Bistrô.Visita imprescindível para quem vai a Salvador.Sugiro o passeio com guia para tornar sua visita muito mais proveitosa.;5.0;jan de 2023
Infelizmente desisti de ir pelas avaliações que li aqui e pelos relatos de praticamente todos turistas que conversei durante minha viagem a Salvador.Fiquei triste com os relatos, como o fato de ser um lugar perigoso, ter muito assalto, ter pessoas querendo se aproveitar dos turistas e querendo tirar dinheiro a todo custo, sem falar das pinturas que fazem sem as pessoas pedirem e saírem cobrando valores absurdos, além de oferecerem presentes que não são presentes coisa nenhuma.Uma cidade tão linda nessa situação. Triste não poder conhecer um ponto turístico tão importante por medo. Praticamente todas as avaliações fazem os mesmos relatos, quem for cuidado redobrado.;2.0;jan de 2023
Estive no Pelourinho  com minha familia e segui a dica  de levar um guia para  evitar assédio dos vendedores. Deu super certo, além  de poder apreciar o lindo conjunto  arquitetônico junto com o Carlos Triunfo. Guia super educado, atencioso e conhecedor de cada detalhe. Não  tivemos nenhum problema com segurança  e abordagens. Passeio maravilhoso! A Catedral é  de tirar o fôlego.  Imperdível!Contato do Sr. Carlos +55 71 8847-4877 Instagram @carlos triunfo10;5.0;jan de 2023
Foi muito mais interessante estar no centro histórico de Salvador na cia e guiança do Edvaldo, comunicativo e sorridente, guia nota mil.;5.0;jan de 2023
Estivemos em janeiro de 2023 no Pelourinho com o guia Edvaldo @guiaaventuraturismo. Grande experiência acompanhado de um excelente profissional, estudioso e conhecedor da história de Salvador. Foi paciente com os nossos filhos, que acabam trazendo naturais limitações ao passeio. Recomendo fortemente a experiência.;5.0;jan de 2023
Nada demais além das construções antigas e coloridas, Que por sinal, é são bonitas mesmo em fotos editadas. Lugar tem cheiro ruim (cheiro de xixi, com bebida e incenso tudo junto). Não estava sujo, não vi pedintes e raramente vimos vendedores nos empurrando algo. Acho que pelo fato de ter ido bem mais cedo que maioria vai não tivemos importunações e estava chuvoso no dia. Mas, eu particularmente não gostei de Salvador no geral, dá você conhece os principais pontos em 1 dia tirar foto só pra dizer que foi e pronto. Não gostei de lá. É lugar é perigoso tem que ficar atento.;2.0;dez de 2022
Revoltante , eu e meu namorado fomos pro pelourinho e ele foi Furtado. Local de altamente perigoso. Os pedintes é o tempo todo inportunando pouco policiamento. Não indico esse passeio para ninguém .;1.0;jan de 2023
"Não deixem de ir... Quase que não ia por conta de algumas avaliações aqui.Fomos eu, meu marido e meu filho de 7 anos, sem guia turístico. Passeamos bastante; tiramos muitas fotos; tomamos sorvete na ""a cubana"" e finalizamos com uma cervejinha gelada e uma moqueca no boteco pelourinho.Fomos de Uber saindo da Barra, super tranquilo...O Local tem muito policiamento, tem sim muitos ambulantes, mas com um simples não pararam a abordagem.";5.0;jan de 2023
repleto de bandidos e a policia fica rindo quando vc é assaltado o local fede, o pior destino turistico que ja fui;1.0;jan de 2023
Não sei se foi a época que fui, mas estava tudo muito sujo, fedendo xixi e além disso todo canto tem alguém querendo tirar dinheiro de turista. Colocam coisas em você que você não pediu e depois você tem que pagar pq eles ficam em cima. Não aceitem pulseirinhas, cordoeszinhos e nada, pq depois te cobram, e caro! Cuidado c orações tb, pq depois até pix tem q fazer. Fiquei muito decepcionada, não consegui nem aproveitar o local.;2.0;jan de 2023
O passeio ao Pelourinho resgata muitas histórias, fizemos o mesmo com um guia, onde conseguimos absorver mais dados historicos.;5.0;dez de 2022
Conhecer Salvador com o Guia turístico e cultural Edvaldo, foi a melhor decisão! Viajo sempre com meus adolescentes, e queria que eles aprendessem a história e cultura de Salvador. Edvaldo tem uma bagagem cultural histórica da cidade surpreendente e foi educado, atencioso e muito paciente com as nossas perguntas e dúvidas. Recomendo.;5.0;dez de 2022
Fiz o passeio guiado com o guia turístico Edvaldo, como muitos já indicam aqui. Passeio maravilhoso, com todos detalhes históricos da região. Muitos locais com vista de tirar o fôlego de tão lindas. Casarões belíssimos. Gente alegre e muito axé 😁. O contato do Edvaldo pra quem precisar é (71) 98866-2325;5.0;dez de 2022
Fui de uber até  o Pelourinho,  fiz o tour com a civitatis,  valeu muito apena.  Tirei foto com a baiana ( paguei 5 reais)Inclusive  achei umas lojinha mais baratas  que o mercado  modelo.;5.0;jan de 2023
O passeio pelo centro histórico foi muito bom, mas o diferencial foi o suporte dado pelo guia Edvaldo. Incansável, atento e profissional, aquele explicou vários detalhes da história existente no Pelourinho (Cidade Alta, Cidade Baixa, Elevador Lacerda, Plano Inclinado Plínio Gonçalves, etc), e ainda conversou em Inglês com alguns turistas. Como gostamos, acertamos mais outro valor e o Edvaldo nos apresentou outras partes da cidade, que nos mostrou outros pontos da cidade, como a Ribeira, o Bonfim e Humaitá. ;5.0;jan de 2023
"Carlos é un guíi muito sabio e seu conhecimento se expande sobre os pontos da cidade. A gente tinha um tour planejado pelo Pelourinho, mas como foi tão completo, a gente decidiu fazer um  um segundo tour (panoramico). O tour do pelourinho foi largo mas valeu a pena, pois foi possivel conhecer a história dessa área histórica de manera muito detalhada; coisa que nao seria possivel sem guia especializado. Alem disso, o guia nos permitiu de evitar qualquer tipo de perigo ou situaçao embaraçante.Altamente recomendavel!";5.0;jan de 2023
Walking tour no Pelourinho com Sr. Carlos foi uma aula de história a céu aberto. Profundo conhecedor da história de Salvador e suas peculiaridades. Bem relacionado com as pessoas no entorno do percurso, o que nos fez sentir seguros e acolhidos. Extremamente solícito e divertido. Não deixe de contratar o passeio guiado com as plataformas e guias oficiais!;5.0;jan de 2023
"Judiação um lugar tão importante pra nossa história, ficar assim tão perigoso e com ""ambulantes"" cercando os turistas pra arrancar dinheiro, bastante chato isso, não dá pra dar um passo sem ser incomodada e muito cuidado com os ditos ""guias turísticos de rua"" perguntem o valor antes de aceitar, pois cobram o q querem e é beeeeem caro viu!!";1.0;dez de 2022
Estive no Pelourinho na primeira semana de dezembro de 2022. Já conhecia de outras viagens a Salvador, mas fiz passeio guiado pela primeira vez e valeu demais. Vi a indicação do guia Edvaldo aqui no Tripadivisor e entrei em contato com ele antes da viagem, pois percebi que a agenda é concorrida. Ele é uma simpatia, ótimo profissional e conhece tudo e todos no Pelourinho. Gostei principalmente das referências à cultura e religiosidade afro-brasileiras que foram mostradas ao longo do passeio. Quem precisar, o contato é 71-98866-2325.;5.0;dez de 2022
O que deveria ser um passeio cultural de contemplação histórica e conhecimento, acaba por ser uma fuga de ambulantes e usuários de drogas. Local apesar de policiado, extremamente perigoso.Ambulantes tentam a todo custo oferecer coisas, como pinturas no corpo ou souvenirs. Quando neguei a pintura (cerca de 3x consecutivas), ouvi que estava sendo racista e menosprezando a cultura de lá... deprimente. Local mal conservado e sujo. Uma pena para o nosso Brasil.Conheçam o pelourinho pelas fotos que já está de bom tamanho. Experiência horrível.;1.0;dez de 2022
"PRÓS E CONTRASPRÓS> Edificações e vias históricas. Você vivencia, sente a história da Bahia - e a do Brasil por extensão.> Lojas com muitos suvenires bacanas.CONTRAS> Não aconteceu comigo; entretanto, muitos ambulantes insistem em te oferecer tudo como presente, desde pulseirinhas de ""lembrança do Senhor do Bonfim"" (aquelas fitinhas coloridas) até pinturas corporais do Olodum (bem fuleiras, por sinal) - para depois tentarem te extorquir dinheiro - até de maneira incisiva. Cuidado principalmente com as pinturas - eles puxam teu braço e já começam a pintar dizendo que é de graça: não caiam nessa!Sugiro ir com guia: acho que os ambulantes se sentem mais intimidados, até porque devem conhecer os guias. Recomendo a Privê Turismo.> Evite andar com brincos e cordões de ouro. Não aconteceu comigo, mas o que dizem é que os furtos são frequentes.> Dependendo da época do ano que você vai, o sol é bem cruel. Sempre leve água.É o Pelourinho, pai. Tem que visitar.";5.0;dez de 2022
O Edvaldo é nota 1000. Pontual, ja estava nos esperando no porto. Nos levou para os principais pontos turisticos e com muito carinho pela cidade nos explicou toda a historia por trás de cada lugar. Atencioso, paciente, com muita energia e alto astral! Recomendo para todos que vierem ate Salvador! Fez nossa passagem pela Bahia muito mais divertida e cheia de boas lembranças. Vou deixar o contato dele (71) 98866-2325 !!!;5.0;dez de 2022
Sugiro contratar um guia de turismo em Salvador para que se tenha tranquilidade em conhecer a história da cidade,otimiza o tempo e principalmente o enriquecimento histórico e cultural. Quem imagina visitar uma cidade histórica e fazer turismo de aventura ou seja de boca em boca vai ter dor de cabeça. A cidade é linda.;5.0;dez de 2022
Falta de segurança pública. Perigoso a qualquer  hora. Eles vão te cercar 8 ou 10 e começar o assédio na base de ameaças, pressão etc. O assalto é certo!!! Literalmente ou assustando você lhe obrigando a pagar estacionamento 200 reais, comprar coisas etc.;1.0;dez de 2022
Pintores de timbalada fazem extorsão. Fazem a pintura sem falar valor. Depois da pintura cobram de forma intimidadora. Exigem transferência pix.;1.0;dez de 2022
Para a visita ao Pelourinho gostaria de indicar o guia Edvaldo @guiaculturaturismo (71) 8866-2325 Ele conhece cada canto do centro histórico, da uma verdadeira aula durante o passeio e além disso tira belíssimas fotos. Nós ficamos encantados com a recepção, carinho e conhecimento que transmitiu. Um dos lugares mais especiais que já conhecemos, com pessoas nota 1000!!!!;5.0;dez de 2022
Extremamente perigosa, violenta e suja. Assaltos de celulares e bolsas. Toda salvador em si, o trânsito é caótico e a Segurança zero. Nao parece uma cidade turística. Não recomendo. Tem outros lugares melhores e mais seguros.;1.0;nov de 2022
Muito simpático. Em 1 hora de tour me apresentou muitas informações de forma dinâmica e alegre. Muito alto astral. Super recomendo.;5.0;dez de 2022
